# CMUdict fallback pronunciations converted from ARPAbet
a	IX
huibregtse	h'UWbrEHkts
huie	hy'UWIY
huish	hy'UWIHSH
huishman	h'UWsmIXn
huitt	h'UWt
huizar	hIHz'AAr
huizenga	hIHz'EYNGgIX
huizenga's	hIHz'EYNGgIXz
huizinga	hIHz'IYNGgIX
hukill	hy'UWkIHLX
hukstra	h'AHkstrIX
hula	h'UWlIX
hulbard	h'AHLXbERd
hulbert	h'AHLXbERt
hulbert's	h'AHLXbERts
hulburd	h'AHLXbERd
hulburt	h'AHLXbERt
hulce	h'AHLXs
hulce's	h'AHLXsIXz
huldie	h'AHdIY
huldy	h'AHLXdIY
hulen	h'AHlIXn
hulet	h'UWlIHt
hulett	hy'UWlIHt
hulette	hy"UWl'EHt
hulgan	h'AHLXgIXn
hulick	hy'UWlIHk
hulin	hy'UWlIHn
huling	hy'UWlIHNG
hulings	hy'UWlIHNGz
hulk	h'AHLXk
hulking	h'AHLXkIHNG
hulks	h'AHLXks
hull	h'AHLX
hull's	h'AHLXz
hullabaloo	h"AHlIXbIXl'UW
hulled	h'AHLXd
hullender	h'UWlEHndER
hullett	h'UWlIHt
hulliber	h'AHlIHbER
hullinger	h'AHlIHNGER
hulls	h'AHLXz
hullum	h'AHlIXm
hulme	h'AHLXm
hulon	hy'UWlIXn
hulon's	hy'UWlIXnz
hulond	hy'UWlIXnd
hulond's	hy'UWlIXndz
huls	h'AHLXz
hulse	h'AHLXs
hulsebus	h'AHLXsIHbIHs
hulsey	h'AHLXsIY
hulsizer	h'AHLXs"AYzER
hulslander	h'AHLXslIXndER
hulsman	h'AHLXsmIXn
hulst	h'AHLXst
hult	h'AHLXt
hult's	h'AHLXts
hultberg	h'AHLXtbERg
hultgren	h'AHLXtgrEHn
hultman	h'AHLXtmIXn
hulton	h'AHLXtIXn
hultquist	h'AHLXtkwIHst
hults	h'AHLXts
hultz	h'AHLXts
hulu	h'UWl"UW
hulvey	h'AHLXvIY
hum	h'AHm
human	hy'UWmIXn
human's	hy'UWmIXnz
humana	hyUWm'AEnIX
humana's	hyUWm'AEnIXz
humane	hyUWm'EYn
humanely	hyUWm'EYnlIY
humanism	hy'UWmIXn"IHzIXm
humanist	hy'UWmIXnIHst
humanistic	hy"UWmIXn'IHstIHk
humanists	hy'UWmIXnIHsts
humanitarian	hy"UWm"AEnIXt'EHrIYIXn
humanitarians	hy"UWm"AEnIXt'EHrIYIXnz
humanities	hyUWm'AEnIHtIYz
humanity	hyUWm'AEnIHtIY
humanity's	hyUWm'AEnIHtIYz
humanize	hy'UWmIXn"AYz
humanized	hy'UWmIXn"AYzd
humanizes	hy'UWmIXn"AYzIHz
humanizing	hy'UWmIXn"AYzIHNG
humankind	hy'UWmIXnk"AYnd
humankind's	hy'UWmIXnk"AYndz
humanly	hy'UWmIXnlIY
humann	hy'UWmIXn
humanness	hy'UWmIXnnIXs
humanoid	hy'UWmIXn"OYd
humans	hy'UWmIXnz
humbarger	h'AHmb"AArgER
humber	h'AHmbER
humbert	h'AHmbERt
humberto	hIXmb'ERt"OW
humble	h'AHmbIXLX
humbled	h'AHmbIXLXd
humbler	h'AHmbIXlER
humbles	h'AHmbIXLXz
humblest	h'AHmbIXlIXst
humbling	h'AHmbIXlIHNG
humbly	h'AHmblIY
humboldt	h'AHmb"OWLXt
humbug	h'AHmb"AHg
humburg	h'AHmbERg
humdinger	h'AHmdIHNGER
humdrum	h'AHmdr"AHm
hume	hy'UWm
humenik	hy'UWmIHnIHk
humerous	hy'UWmERIXs
humerus	hy'UWmERIXs
humes	hy'UWmz
humfrey	h'AHmfrIY
humfry	h'AHmfERIY
humi	hy'UWmIY
humid	hy'UWmIXd
humidifier	hyUWm'IHdIXf"AYER
humidifiers	hyUWm'IHdIXf"AYERz
humidity	hyUWm'IHdIXtIY
humidity's	hyUWm'IHdIXtIYz
humidor	hy'UWmIHd"OWr
humiliate	hyUWm'IHlIY"EYt
humiliated	hyUWm'IHlIY"EYtIHd
humiliates	hyUWm'IHlIY"EYts
humiliating	hyUWm'IHlIY"EYtIHNG
humiliation	hyUWm"IHlIY'EYSHIXn
humiliations	hy"UWm"IHlIY'EYSHIXnz
humility	hyUWm'IHlIHtIY
humiston	hy'UWmIHstAAn
humke	h'AHmkIY
huml	h'AHmIXLX
humm	h'AHm
hummel	h'AHmIXLX
hummell	h'AHmIXLX
hummer	h'AHmER
humming	h'AHmIHNG
hummingbird	h'AHmIHNGb"ERd
hummingbirds	h'AHmIHNGb"ERdz
hummus	h'UHmIXs
humongous	hyUWm'AANGgIXs
humor	hy'UWmER
humor's	hy'UWmERz
humoral	hy'UWmERIXLX
humored	hy'UWmERd
humorist	hy'UWmERIXst
humorists	hy'UWmERIHsts
humorless	hy'UWmERlIXs
humorous	hy'UWmERIXs
humorously	hy'UWmERIXslIY
humour	hy'UWmER
hump	h'AHmp
humpal	h'AHmpIXLX
humpback	h'AHmpb"AEk
humped	h'AHmpt
humpert	h'AHmp"ERt
humph	h'AHmf
humphery	h'AHmfERIY
humpherys	h'AHmfERIYz
humphrey	h'AHmfrIY
humphrey's	h'AHmfrIYz
humphreys	h'AHmfrIYz
humphries	h'AHmfERIYz
humphry	h'AHmfrIY
humpty	h'AHmptIY
hums	h'AHmz
humulin	hy"UWmy'UWlIHn
humus	hy'UWmIXs
humvee	h'AHmv"IY
humvee's	h'AHmv"IYz
humvees	h'AHmv"IYz
hun	h'AHn
hunan	h'UWnAAn
hunch	h'AHntSH
hunchback	h'AHntSHb"AEk
hunched	h'AHntSHt
hunches	h'AHntSHIHz
hunchine	hIXtSH'IYn
hund	h'AHnd
hundai	h'AHndEY
hundertmark	h'AHndERtm"AArk
hundley	h'AHndlIY
hundred	h'AHndrIXd
hundred's	h'AHndrIHdz
hundreds	h'AHndrIXdz
hundredth	h'AHndrIXdTH
hundredths	h'AHndrIXdTHs
hundredweight	h'AHndrIXdw"EYt
hundt	h'AHnt
huneke	h'AHnIHk
huneycutt	h'AHnIYkIXt
hung	h'AHNG
hungarian	hIXNGg'EHrIYIXn
hungarians	hIXNGg'EHrIYIXnz
hungary	h'AHNGgERIY
hungary's	h'AHNGgERIYz
hungate	h'AHNGEYt
hunger	h'AHNGgER
hungerford	h'AHNGgERfERd
hungerfords	h'AHNGgERfERdz
hungering	h'AHNGgERIHNG
hungrier	h'AHNGgrIYER
hungrily	h'AHNGgrIXlIY
hungry	h'AHNGgrIY
hunk	h'AHNGk
hunke	h'AHNGk
hunkele	h'AHNGkIXLX
hunker	h'AHNGkER
hunkered	h'AHNGkERd
hunkering	h'AHNGkERIHNG
hunkins	h'AHNGkIHnz
hunks	h'AHNGks
hunky	h'AHNGkIY
hunley	h'AHnlIY
hunn	h'AHn
hunnell	h'AHnIXLX
hunnewell	h'AHnIHwEHLX
hunnicutt	h'AHnIHkIXt
hunsaker	h'AHnsIXkER
hunsberger	h'AHnsbERgER
hunsicker	h'AHnsIHkER
hunsinger	h'AHnsIHNGER
hunsley	h'AHnslIY
hunsucker	h'AHnsIXkER
hunt	h'AHnt
hunt's	h'AHnts
huntco	h'AHntkOW
hunte	h'AHnt
hunted	h'AHntIXd
hunter	h'AHntER
hunter's	h'AHntERz
hunters	h'AHntERz
hunting	h'AHntIHNG
huntingdon	h'AHntIHNGdIHn
huntington	h'AHntIHNGtIXn
huntington's	h'AHntIHNGtIXnz
huntley	h'AHntlIY
huntly	h'AHntlIY
hunton	h'AHntIXn
huntoon	hIXnt'UWn
huntress	h'AHntrIHs
hunts	h'AHnts
huntsinger	h'AHntsIHndZHER
huntsman	h'AHntsmIXn
huntsville	h'AHntsvIHLX
huntway	h'AHntw"EY
huntzinger	h'AHntzIHNGER
hunza	h'AHnzIX
hunzeker	h'AHnzIHkER
hunziker	h'AHnzIHkER
huot	hy'UWIXt
hupe	hy'UWp
hupfer	h'AHpfER
hupp	h'AHp
huppert	h'AHpERt
hur	h'ER
hurco	h'ERk"OW
hurd	h'ERd
hurdle	h'ERdIXLX
hurdler	h'ERdIXlER
hurdles	h'ERdIXLXz
hurdling	h'ERdIXlIHNG
hurdman	h'ERdmIXn
hurford	h'ERfERd
hurl	h'ERLX
hurlbert	h'ERLXbERt
hurlburt	h'ERLXbERt
hurlbut	h'ERLXbIXt
hurlbutt	h'ERLXbIXt
hurled	h'ERLXd
hurless	h'ERlIXs
hurley	h'ERlIY
hurling	h'ERlIHNG
hurlock	h'ERlIXk
hurly	h'ERlIY
hurm	h'ERm
hurn	h'ERn
hurney	h'ERnIY
huron	hy'UWr"AAn
hurrah	hUHr'AA
hurray	hIXr'EY
hurrell	h'OWrIXLX
hurri	h'ERIY
hurricane	h'ERIXk"EYn
hurricane's	h'ERIXk"EYnz
hurricanes	h'ERIXk"EYnz
hurried	h'ERIYd
hurriedly	h'ERIYdlIY
hurries	h'ERIYz
hurry	h'ERIY
hurrying	h'ERIYIHNG
hursey	h'ERsIY
hursh	h'ERSH
hurst	h'ERst
hurston	h'ERstIXn
hurt	h'ERt
hurta	h'ERtIX
hurtado	hERt'AAdOW
hurteau	hERt'OW
hurtful	h'ERtfIXLX
hurtig	h'ERtIHg
hurting	h'ERtIHNG
hurtle	h'ERtIXLX
hurtling	h'ERtlIHNG
hurts	h'ERts
hurtt	h'ERt
hurtubise	h'ERtIXbAYz
hurvey	h'ERvIY
hurvitz	h'ERvIHts
hurwitz	h'ERwIHts
husain	h'AHsAYn
husak	h'UWsIXk
husar	h'UWsER
husband	h'AHzbIXnd
husband's	h'AHzbIXndz
husbandry	h'AHzbIXndrIY
husbands	h'AHzbIXndz
husby	h'AHsbIY
huschka	h'AHSHkIX
huse	hy'UWz
huseby	h'AHsIHbIY
huseman	h'UWsmIXn
husen	h'UWsIXn
huser	hy'UWzER
hush	h'AHSH
hushed	h'AHSHt
husic	hy'UWzIHk
husk	h'AHsk
huska	h'AHskIX
huskey	h'AHskIY
huskins	h'AHskIHnz
husks	h'AHsks
husky	h'AHskIY
husky's	h'AHskIYz
husman	h'AHsmIXn
husmann	h'AHsmIXn
huson	h'UWsIXn
huss	h'AHs
hussain	hUWs'EYn
hussar	h'AHsER
hussein	hUWs'EYn
hussein's	hUWs'EYnz
husseini	hyUWs'EYnIY
husser	h'AHsER
hussey	h'AHsIY
hussite	h'AHs"AYt
hussman	h'AHsmIXn
husson	h'AHsIXn
hussong	h'AHs"AANG
hussy	h'AHsIY
hust	h'AHst
hustad	h'AHstIXd
hustead	h'AHstEHd
husted	h'AHstIHd
huster	h'AHstER
hustings	h'AHstIHNGz
hustle	h'AHsIXLX
hustled	h'AHsIXLXd
hustler	h'AHsIXlER
hustlers	h'AHsIXlERz
hustles	h'AHsIXLXz
hustling	h'AHsIXlIHNG
huston	h'AHstIXn
hut	h'AHt
hut's	h'AHts
huta	h'UWtIX
hutch	h'AHtSH
hutchcraft	h'AHtSHkr"AEft
hutchens	h'AHtSHIXnz
hutcheon	h'AHtSHIYIXn
hutcherson	h'AHtSHERsIXn
hutcheson	h'AHtSHIHsIXn
hutchings	h'AHtSHIHNGz
hutchins	h'AHttSH"IHnz
hutchinson	h'AHtSHIHnsIXn
hutchison	h'AHtSHIHsIXn
hutchison's	h'AHtSHIHsIXnz
huth	h'UWTH
hutmacher	h'AHtmIXkER
hutnick	h'AHtnIHk
huto	h'UWt"OW
huts	h'AHts
hutsell	h'AHtsIXLX
hutson	h'AHtsIXn
hutt	h'AHt
hutter	h'AHtER
huttner	h'AHtnER
hutto	h'UWtOW
hutton	h'AHtIXn
hutton's	h'AHtIXnz
hutu	h'UWt"UW
hutu's	h'UWt"UWz
hutus	h'UWt"UWz
hutzel	h'AHtzIXLX
hutzell	h'AHtzIXLX
hutzelman	h'AHtsIXLXmIXn
hutzler	h'AHtslER
huval	hUWv'AELX
huwe	h'UWw
hux	h'AHks
huxford	h'AHksfERd
huxley	h'AHkslIY
huxtable	h'AHkstIXbIXLX
huxtables	h'AHkstIXbIXLXz
huyck	h'AYk
huyett	h'AYIHt
huyler	h'AYlER
huynh	h'AYn
huyser	h'AYsER
huzzah	h"UHz'AA
hwa	hw'AA
hwan	hw'AAn
hwan's	hw'AAnz
hwang	hw'AENG
hwe	hw'EY
hy	h'AY
hyacinth	h'AYIXs"IHnTH
hyacintha	h"AYIXs'IHnTHIX
hyacinthe	h'AYIXsIHnTH
hyacinthia	h"AYIXs'IHnTHIYIX
hyacinthie	h'AYIXs"IHnTHIY
hyacinths	h'AYIXsIHnTHs
hyades	h'AYIXd"IYz
hyakutake	h'AYIXkUWt"AAkIY
hyaluronic	h"AYIXlER'AAnIHk
hyams	h'AYIXmz
hyannis	hAY'AEnIHs
hyannisport	hAY'AEnIHspOWrt
hyatt	h'AYIXt
hyatt's	h'AYIXts
hybl	h'IHbIXLX
hybl's	h'IHbIXLXz
hybrid	h'AYbrIXd
hybridization	h"AYbrIXdIXz'EYSHIXn
hybridize	h'AYbrIXd"AYz
hybrids	h'AYbrIXdz
hybrienko	h'AYbrIY"EHnkOW
hybritech	h'AYbrIHt"EHk
hyche	h'AYtSH
hycor	h'AYk"OWr
hycroft	h'AYkr"AAft
hyde	h'AYd
hyde's	h'AYdz
hydea	h"AYd'IYIX
hydeia	h'AYd'EYIX
hyden	h'AYdIXn
hyder	h'AYdER
hyderabad	hAYd'EHrIXb"AEd
hydock	h'AYdIXk
hydra	h'AYdrIX
hydrant	h'AYdrIXnt
hydrants	h'AYdrIXnts
hydras	h'AYdrIXz
hydrate	h'AYdr"EYt
hydrated	h'AYdr"EYtIXd
hydrates	h'AYdr"EYts
hydration	hAYdr'EYSHIXn
hydraulic	hAYdr'AAlIHk
hydraulics	hAYdr'AAlIHks
hydrazine	h'AYdrIXz"IYn
hydrick	h'IHdrIHk
hydride	h'AYdr"AYd
hydro	h'AYdr"OW
hydro's	h'AYdr"OWz
hydrocarbon	h"AYdrOWk'AArbIXn
hydrocarbons	h"AYdrOWk'AArbIXnz
hydrocephalic	h"AYdrOWsEHf'AAlIHk
hydrocephalus	h"AYdrOWs'EHfIXlIXs
hydrocortisone	h"AYdrOWk'OWrtIXz"OWn
hydroelectric	h"AYdrOWIHl'EHktrIHk
hydroencephalus	h"AYdrOWIXns'EHfIXlIXs
hydrofoil	h'AYdrIXf"OYLX
hydrogen	h'AYdrIXdZHIXn
hydrogenate	h'AYdrIXdZHIXn"EYt
hydrogenated	h'AYdrIXdZHIXn"EYtIHd
hydrogenates	h'AYdrIXdZHIXn"EYts
hydrogenating	h'AYdrIXdZHIXn"EYtIHNG
hydrogenation	h"AYdr"AAdZHIXn'EYSHIXn
hydrogens	h'AYdrIXdZHIXnz
hydrographic	h"AYdrIXgr'AEfIHk
hydrolysis	hAYdr'AAlIXsIXs
hydrolyze	h'AYdrIXl"AYz
hydrolyzed	h'AYdrIXl"AYzd
hydrolyzing	h'AYdrIXl"AYzIHNG
hydrometer	hAYdr'AAmIXtER
hydron	h'AYdrIXn
hydrophilic	h"AYdrIXf'IHlIHk
hydropic	h"AYdr'AApIHk
hydroponic	h"AYdrIXp'AAnIHk
hydropower	h'AYdrOWp"AWr
hydrosol	h'AYdrIXs"AALX
hydrosulfide	h"AYdrOWs'AHLXf"AYd
hydrotherapy	h"AYdrOWTH'EHrIXpIY
hydrothermal	h"AYdrOWTH'ERmIXLX
hydrous	h'AYdrIXs
hydrox	h'AYdr"AAks
hydroxide	hAYdr'AAksAYd
hydroxides	hAYdr'AAksAYdz
hydroxy	h"AYdr'AAksIY
hydstra	h'AYdstrIX
hye	hAY
hyena	hAY'IYnIX
hyenas	hAY'IYnIXz
hyer	h'AYER
hyers	h'AYERz
hygeia	h"AYdZH'EYIX
hygiene	h'AYdZH"IYn
hygienist	h"AYg'IYnIHst
hygienists	h"AYg'IYnIHsts
hygrometer	hAYgr'AAmIXtER
hykes	h'AYks
hyland	h'AYlIXnd
hyle	h'AYLX
hyler	h'AYlER
hylsa	h'AYLXsIX
hylton	h'IHLXtIXn
hyman	h'AYmIXn
hymans	h'AYmIXnz
hymas	h'AYmIXz
hymel	h'AYmIXLX
hymen	h'AYmIXn
hymeneal	h"IHmIXn'IYIXLX
hymer	h'AYmER
hymes	h'AYmz
hymie	h'AYmIY
hymies	h'AYmIYz
hymn	h'IHm
hymnal	h'IHmnIXLX
hymnals	h'IHmnIXLXz
hymnology	hIHmn'AAlIXdZHIY
hymns	h'IHmz
hymowitz	h'IHmIXwIHts
hynd	h'IHnd
hyndai	h'IHnd'AY
hyndman	h'IHndmIXn
hynds	h'IHndz
hynek	h'AYnIHk
hynes	h'AYnz
hynes's	h'AYnzIHz
hynson	h'IHnsIXn
hyogo	hy'OWgOW
hyotan	hy'OWt"AEn
hype	h'AYp
hyped	h'AYpt
hyper	h'AYpER
hyperactive	h"AYpER'AEktIHv
hyperactivity	h"AYpERAEkt'IHvIHtIY
hyperbaric	hAYpERb'AArIHk
hyperbola	hAYp'ERbIXlIX
hyperbole	hAYp'ERbIXl"IY
hyperbolic	h"AYpERb'AAlIHk
hyperborean	h"AYpERb'OWrIYIXn
hypercard	h"AYpERk'AArd
hyperchromatic	h"AYpERkrOWm'AEtIHk
hypercritical	h"AYpERkr'IHtIHkIXLX
hyperdrive	h'AYpERdr"AYv
hyperinflation	h"AYpERIHnfl'EYSHIXn
hyperion	hAYp'IHrIYIXn
hyperkinetic	h"AYpERkIHn'EHtIHk
hyperlink	h'AYpERlIHNGk
hyperlinks	h'AYpERlIHNGks
hypermarket	h'AYpERm"AArkIHt
hypermarkets	h'AYpERm"AArkIHts
hyperopia	h"AYpER'OWp"IYAA
hyperplasia	h"AYpERpl'EYZHAA
hypersensitive	h"AYpERs'EHnsIHtIHv
hypersensitivity	h"AYpERs'EHnsIHt"IHvIHt"IY
hypersonic	h"AYpERs'AAnIHk
hyperspace	h"AYpERsp'EYs
hypertension	h"AYpERt'EHnSHIXn
hypertensive	h"AYpERt'EHnsIHv
hypertext	h'AYpERt"EHkst
hypertonic	h"AYpERt'AAnIHk
hypertrophic	h"AYpERtr'OWfIHk
hypertrophy	h'AYpERtr"OWfIY
hypes	h'AYps
hyphae	h'AYf"IY
hyphen	h'AYfIXn
hyphenate	h'AYfIXn"EYt
hyphenated	h'AYfIXn"EYtIHd
hyphenates	h'AYfIXn"EYts
hyphenating	h'AYfIXn"EYtIHNG
hyphenation	h"AYfIXn'EYSHIXn
hyping	h'AYpIHNG
hypnosis	hIHpn'OWsIXs
hypnotic	hIHpn'AAtIHk
hypnotics	hIHpn'AAtIHks
hypnotism	h'IHpnIXt"IHzIXm
hypnotism's	h'IHpnIXt"IHzIXmz
hypnotist	h'IHpnIXtIHst
hypnotists	h'IHpnIXtIHsts
hypnotize	h'IHpnIXt"AYz
hypnotized	h'IHpnIXt"AYzd
hypnotizes	h'IHpnIXt"AYzIXz
hypo	h'AYpOW
hypochondria	h"AYpIXk'AAndrIYIX
hypochondriac	h"AYpIXk'AAndrIYAEk
hypocrisy	hIHp'AAkrIXsIY
hypocrite	h'IHpIXkr"IHt
hypocrites	h'IHpIXkr"IHts
hypocritical	h"IHpIXkr'IHtIHkIXLX
hypodermic	h"AYpIXd'ERmIHk
hypoglycemia	h"AYpOWglAYs'IYmIYIX
hypoglycemic	h"AYpOWglAYs'IYmIHk
hypolite	h'AYpIXlAYt
hyponex	h'AYpOWn"EHks
hypotension	h"AYpOWt'EHnSHIXn
hypothalamic	h"AYpOWTHIXl'AEmIHk
hypothalamus	h"AYpOWTH'AAlIXmIXs
hypotheken	h"AYp'AATHIXkIXn
hypothermia	h"AYpIXTH'ERmIYIX
hypotheses	hAYp'AATHIXs"IYz
hypothesis	hAYp'AATHIXsIXs
hypothesize	hAYp'AATHIXs"AYz
hypothesized	hAYp'AATHIXs"AYzd
hypothetical	h"AYpIXTH'EHtIXkIXLX
hypothetically	h"AYpIXTH'EHtIHklIY
hypotheticals	h"AYpIXTH'EHtIXkIXLXz
hypoxia	hAYp'AAksIYIX
hyraxes	h'AYrAEksIXz
hyre	h'AYr
hysell	h'AYsIXLX
hyser	h'AYzER
hyslop	h'AYslIXp
hyson	h'AYsIXn
hysong	h'AYs"AANG
hyssop	h'IHsIXp
hyster	h'IHstER
hysterectomies	h"IHstER'EHktIXmIY
hysterectomy	h"IHstER'EHktIXmIY
hysteria	hIHst'EHrIYIX
hysteric	h"IHst'EHrIHk
hysterical	hIHst'EHrIHkIXLX
hysterically	h"IHst'EHrIHklIY
hysterics	h"IHst'EHrIHks
hyun	h'AYIXn
hyundae	hy'AHnd"EY
hyundai	hy'AHnd"EY
hyundai's	h'AHnd"EYz
hyundais	hy'AHnd"EYz
hywell	h'AYwEHLX
hz	h'ERtz
i	'AY
i'd	'AYd
i'ers	'AYERz
i'll	'AYLX
i'm	'AYm
i's	'AYz
i've	'AYv
ia	'IYIX
iacobelli	IY"AAkOWb'EHlIY
iacobellis	IY"AAkOWb'EHlIHs
iacobucci	IYAAkOWb'UWtSHIY
iacocca	"AYIXk'OWkIX
iacocca's	"AYIXk'OWkIXz
iacona	"AYIXk'OWnIX
iacono	"AYIXk'OWnOW
iacovelli	IY"AAkOWv'EHlIY
iafrate	"AYIXfr'EYtIY
iago	IY'AAgOW
iain	IY'EYn
iakovos	IY'AAkOWvOWs
ialla	'AYAAlIX
iams	'IYAAmz
ian	'IYIXn
iannaccone	IY"AAnIXk'OWnIY
iannacone	IY"AAnIXk'OWnIY
iannamico	IY"AAnIXm'IYkOW
iannelli	IYIXn'EHlIY
iannello	IYIXn'EHlOW
ianni	IY'AAnIY
ianniello	IY"AAnIY'EHlOW
iannone	IYIXn'OWnIY
iannotti	IYIXn'OWtIY
iannucci	IYIXn'UWtSHIY
iannuzzi	IYIXn'UWtsIY
ianovski	yIXn'AAvskIY
iantha	IY'AAnTHIX
ianthe	IY'AAnTHEY
ianthina	IYIXnTH'IYnIX
iason	'IYIXsIXn
iavarone	IY"AAvER'OWnIY
ib	'IHb
iba	'IYbIX
ibach	'IHbAAk
ibanez	"IHb'AAnEHz
ibaraki	"AYbER'AAkIY
ibarra	"IHb'AArIX
ibbotson	'IHbIXtsIXn
iberia	AYb'IHrIYIX
iberia's	AYb'IHrIYIXz
iberian	AYb'IHrIYIXn
ibero	"IHb'EHrOW
ibex	'AYbEHks
ibid	'IHbIHd
ibis	'AYbIXs
ibiza	"IYb'IYzIX
ibm	'AYb"IY"EHm
ibmer	'IHbmER
ibmers	'IHbmERz
ibn	'IHbIXn
ibogaine	'AYbOWgEYn
ibrahim	"IHbrAAh'IYm
ibsen	'IHbsIXn
ibuprofen	"AYbyUWpr'OWfIXn
icahn	'AYkAAn
icahn's	'AYkAAnz
icard	"IHk'AArd
icarus	'IHk"ERIXs
ice	'AYs
iceberg	'AYsbERg
icebergs	'AYsbERgz
icebox	'AYsb"AAks
icebreaker	'AYsbr"EYkER
icebreakers	'AYsbr"EYkERz
iced	'AYst
icefish	'AYsf"IHSH
iceland	'AYslIXnd
icelandair	"AYslAEnd'EHr
icelandic	AYsl'AEndIHk
iceman	'AYsmAEn
icenhour	'IHsIXnAWr
icenhower	'IHsIXnh"AWER
icenogle	'IHsIXn"OWgIXLX
ices	'AYsIXz
iceskate	'AYssk"EYt
iceskating	'AYssk"EYtIHNG
ich	'IHtSH
ichi	'IYtSH"IY
ichikawa	"IHtSH"IYk'AAwAA
ichiro	'IYtSHIHrOW
icicle	'AYsIHkIXLX
icicles	'AYsIHkIXLXz
icily	'AYsIHlIY
icing	'AYsIHNG
ickes	'IHkIYz
icloud	'AYkl'AWd
icon	'AYkAAn
iconic	"AYk'AAnIHk
iconoclasm	"AYk'AAnIXkl"AEzIXm
iconoclast	"AYk'AAnIXkl"AEst
iconoclastic	"AYkIXnIXkl'AEstIHk
iconography	"AYkIXn'AAgrIXfIY
icons	'AYk"AAnz
icy	'AYsIY
id	'IHd
ida	'AYdIX
idaho	'AYdIXh"OW
idaho's	'AYdIXh"OWz
idalia	"IHd'AALXyIX
idalina	"IHdAAl'IYnIX
idaline	'IHdIXlAYn
iddings	'IHdIHNGz
ide	'AYd
idea	AYd'IYIX
idea's	AYd'IYIXz
ideal	AYd'IYLX
ideal's	AYd'IYLXz
idealism	AYd'IYlIHzIXm
idealist	AYd'IYlIHst
idealistic	AYd"IYIXl'IHstIHk
idealistically	AYd"IYIXl'IHstIHklIY
idealists	AYd'IYlIHsts
idealize	AYd'IYl"AYz
idealized	AYd'IYIXl"AYzd
idealizes	AYd'IYl"AYzIHz
idealizing	AYd'IYl"AYzIHNG
ideally	AYd'IYlIY
ideals	AYd'IYLXz
ideas	AYd'IYIXz
ideation	"AYdIY'EYSHIXn
idec	'AYdIXk
iden	'AYdIXn
ident	AYd'EHnt
identa	AYd'EHntIX
identical	AYd'EHntIHkIXLX
identics	AYd'EHntIHks
identifiable	AYd'EHntIXf"AYIXbIXLX
identification	AYd"EHntIXfIXk'EYSHIXn
identifications	AYd"EHntIXfIXk'EYSHIXnz
identified	AYd'EHntIXf"AYd
identifier	AYd'EHntIXf"AYER
identifiers	AYd'EHnIXf"AYERz
identifies	AYd'EHntIXf"AYz
identify	AYd'EHntIXf"AY
identifying	AYd'EHntIXf"AYIHNG
identikit	AYd'EHntIHk"IHt
identities	AYd'EHntIHt"IYz
identity	AYd'EHntIHt"IY
ideological	"AYdIYIXl'AAdZHIHkIXLX
ideologically	"AYdIYIXl'AAdZHIHklIY
ideologies	"AYdIY'AAlIXdZHIYz
ideologist	"AYdIY'AAlIXdZHIXst
ideologists	"AYdIY'AAlIXdZHIHsts
ideologue	'AYdIYIXlOWg
ideologues	'AYdIYIXlAAgz
ideology	"AYdIY'AAlIXdZHIY
ideonomy	"AYdIY'AAnIXmIY
idette	"AYd'EHt
ididerod	AYd'IHdERAAd
idiocy	'IHdIYIXsIY
idiom	'IHdIYIXm
idiomatic	"IHdIYIXm'AEtIHk
idioms	'IHdIYIXmz
idiopath	"IHdIYOWp'AETH
idiopathic	"IHdIYOWp'AETHIXk
idiosyncrasies	"IHdIYOWs'IHnkrIXs"IYz
idiosyncrasy	"IHdIYOWs'IHnkrIXs"IY
idiosyncratic	"IHdIYOWs"IHnkr'AEtIHk
idiot	'IHd"IYIXt
idiotic	"IHdIY'AAtIHk
idiotically	"IHdIY'AAtIHklIY
idiots	'IHd"IYIXts
iditarod	"IHd'IHtIXr"AAd
idle	'AYdIXLX
idled	'AYdIXLXd
idleman	'AYdIXLXmIXn
idleness	'AYdIXLXnIXs
idler	'AYdIXlER
idles	'AYdIXLXz
idlewild	'AYdIXLXw"AYLXd
idling	'AYdIXlIHNG
idly	'AYdlIY
ido	'IYd"OW
idol	'AYdIXLX
idola	"IHd'OWlIX
idolatrous	AYd'AAlIXtrIXs
idolatry	AYd'AAlIXtrIY
idolize	'AYdIXl"AYz
idolized	'AYdIXl"AYzd
idolizes	'AYdIXl"AYzIHz
idolizing	'AYdIXl"AYzIHNG
idols	'AYdIXLXz
idona	"IHd'OWnIX
idoney	"IHd'OWnIY
idonia	"IHd'OWnIYIX
idrocarburi	"IHdr"AAk"AArb'UHrIY
ids	'AYd'IYz
iduna	"IHd'UWnIX
idyll	'AYdIXLX
idyllic	AYd'IHlIHk
ieee	"AYtr"IHplIX'IY
ierardi	IYER'AArdIY
ierne	'IHrn
iezzi	IY'EHtsIY
if	'IHf
if's	'IHfs
ifas	'AYfIXs
iffy	'IHfIY
ifil	"AYf'IYLX
ifill	IHf'IYLX
ifint	'AYfIHnt
ifor	'AYf"OWr
ifs	'IHfs
igarashi	"IYgAAr'AASHIY
ige	'AYdZH
igel	'IHgIXLX
igene	AYdZH'IYn
iger	'AYgER
iglehart	'AYgIXLXhAArt
iglesia	"IYgl'EYsIYIX
